`,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
technical_19,0.00188982,9.82789E-05,0.002150033,0.005953566,0.00360124,0.000285922,0.004193977,0.05857005,0.00411032,0.105642099,0.028265546,0.032651475,0.013759971,0.001763892,0.02413357,0.001568895,0.01773729,0.007650975,0.003331918,0.001932629,0.006266942,0.09971062,0.030130531,0.001559411,0.048698367,0.001533912,0.001055317,0.113746188,0.001722799,0.021677395,0.005527794,0.001391646,0.002761379,0.00247178,0.010964802,0.004590144,0.012120916,0.000652582,0.003717837,0.002932756,0.000343207,0.005400399,0.001444088,0.051389879,0.058713879,0.00059209,0.027318381,0.001973125,0.00258411,0.0829463,0.000227444,0.00106054,0.001061097,0.072197447,0.01830442,0.011054375,0.018744651,0.006405333,0.045497268,0.011733415,0.057807689,0.032977182,0.131048028,0.073135584,0.004053095,0.039384426,0.129410181,0.004095216,0.246611836,0.003744106,0.119606714,0.005337591,0.313597584,0.001391183,0.004009128,0.557260122,0.04520299,0.208787979,0.034465678,0.451360754,0.148848374,0.020629849,0.24787152,0.058291336,0.176748282,0.084917112,1,0.00078558,0.340116592,0.058269878,0.000495712,0.014076089,0.666267146,0.006753286,0.114555805,0.145511426,0.005576159,0.200289295,0.006728251,0.018309251,0.287911429,0.389523647,0.142493264,0.256020767,0.188535545,0.065531473,0.003324448,0.076427276,0.472162175,0.004223143,0.007646511
technical_20,0.008885184,0.026340632,0.012344616,0.002951587,0.004818547,0.000372742,0.013215523,0.032603342,0.000101934,0.006693262,0.027001604,0.00687409,0.007128245,0.00011388,0.003738212,0.001754922,0.040665088,0.022934154,0.00144553,0.001433648,0.000297589,0.04521581,0.004878859,0.006694393,0.047612982,0.003542663,0.002265754,0.111187487,0.007657792,0.004031315,0.01283771,0.002450153,0.001191531,0.00236904,0.030446184,0.0020962,0.005396367,0.002178564,0.00147733,0.001478741,0.002475643,0.026193714,7.88161E-05,0.020851316,0.007426805,0.00164472,0.002827095,0.005626265,0.0063741,0.053169807,0.000283138,0.002216652,0.00086647,0.008465923,0.005653807,0.004373814,0.003903705,0.000214933,0.021808718,0.021729191,0.117803478,0.013052686,0.02281847,0.050153609,0.033833793,0.079029899,0.10543837,0.000104877,0.045338811,0.063159343,0.045146294,0.005681264,0.074819166,0.004839204,0.003422375,0.006364158,0.161809827,0.03654817,0.092405415,0.046704423,0.071840933,0.243073515,0.099060849,0.00973253,0.067902635,0.037938584,0.00078558,1,0.03690477,0.229405332,0.005384921,0.003386409,0.065299894,0.003762373,0.1094877,0.221967139,0.004221792,0.063266265,0.000449901,0.018063458,0.092911986,0.090122053,0.065870959,0.076485345,0.077048564,0.161344804,0.000324865,0.014798994,0.064996813,0.00279763,0.016534254
technical_21,0.006163741,0.004171265,0.004302543,0.001943143,0.000493183,0.000446508,0.002983788,0.058786151,0.003303621,0.140752154,0.021228228,0.008030867,0.004575852,0.000337386,0.021540634,0.00127719,0.020102214,0.011366859,0.000601724,0.001843748,0.004089106,0.174980474,0.001250476,0.003894491,0.0334723,0.009465783,0.002005464,0.050636233,0.005132162,0.023659269,0.005061384,0.001509285,8.08441E-05,0.002416459,0.005805817,0.004460395,0.025808779,0.001349535,0.000586285,0.000645059,0.00670202,0.013111058,0.000227106,0.054437164,0.013715314,0.000305476,0.002821677,0.000845926,0.001179341,0.041704541,0.001468666,0.001990102,0.00030698,0.068937618,0.003148949,0.005285107,0.019439748,0.024587073,0.005092098,0.021145123,0.000563322,0.037285976,0.208338773,0.030961148,0.001694651,0.000349142,0.176227738,0.003282903,0.083898668,0.004628478,0.060178363,0.002733689,0.176217284,0.002605191,0.001671294,0.140440014,0.000748257,0.058344538,0.004707684,0.186751565,0.101301025,0.001370891,0.029161605,0.03596774,0.116234731,0.046818136,0.340116592,0.03690477,1,0.004501699,0.004574603,0.000262299,0.19460861,0.003850054,0.006825215,0.070829253,0.00395272,0.124222777,0.004409618,0.00449034,0.074560529,0.114054409,0.078340494,0.106216874,0.102425269,0.007077554,0.005191098,0.055030467,0.073250105,0.001028383,0.000774393
technical_22,0.008195975,0.002523236,0.024159072,0.004629628,0.002631146,0.00497783,0.022393531,0.185416754,0.002965359,0.059185401,0.054816193,0.041097458,0.024690271,0.006669698,0.003098611,0.003472006,0.092013147,0.079134095,0.002210331,0.009487382,0.012720406,0.039070195,0.027878188,0.012348816,0.079264582,0.000749647,0.009302046,0.406955694,0.043100341,0.023887725,0.037374201,0.020227665,0.007815984,0.007654025,0.070856393,0.007115141,0.015219351,0.01051459,0.002809342,0.000134241,0.024236897,0.056703198,0.006911871,0.063755123,0.022777326,0.005694226,0.116526989,0.003848871,0.006498062,0.219883745,0.009663551,0.009144859,0.00304637,0.044135144,0.013615986,0.005143406,0.023491252,0.006693083,0.032872183,0.04729999,0.360923043,0.061153175,0.015279716,0.051965484,0.019808447,0.34141875,0.207591217,0.002944736,0.10560347,0.229097775,0.018365981,0.009098132,0.050531119,0.000722016,0.004373773,0.098688335,0.536570776,0.01040571,0.173913944,0.063757777,0.027234437,0.138051786,0.192658079,0.031646389,0.068050867,0.020166514,0.058269878,0.229405332,0.004501699,1,0.000451309,0.016501576,0.103947818,0.020787793,0.19326517,0.2121036,0.005593502,0.011272446,0.001558556,0.054744037,0.15170185,0.125213149,0.009693137,0.036742517,0.023525443,0.608685227,0.006301538,0.041288131,0.147713995,0.014617768,0.001080952
technical_24,0.002025482,0.001061745,7.90909E-05,0.002373628,0.017071201,0.000505602,0.000269172,0.00105332,0.003145681,0.006434157,0.001791456,0.005729938,0.012140017,0.002728517,0.008287179,0.008452244,0.002299322,0.001586064,0.000194806,0.005332859,0.000297377,0.008484814,0.006207519,9.69686E-05,0.000635491,0.001648003,0.003545361,0.007103022,0.000107711,0.000202155,0.010204739,0.002394413,0.00307207,0.007682178,0.006424879,0.004144285,0.006422082,0.005800489,0.000360492,0.006571438,0.004123931,0.000754046,0.00241183,0.001983325,0.015608665,0.00370939,0.000458878,0.000429098,0.001111554,0.013553472,0.00377453,0.003450505,0.005135646,0.000928497,5.23137E-05,0.008304827,0.000983969,0.00180873,0.002254038,0.000447753,0.006505618,0.002206515,0.008450552,0.008270603,0.005835292,0.011360805,0.010576073,0.003131304,0.009535728,3.79586E-05,0.007992327,0.003305645,0.003779503,0.003402781,0.000465778,0.004578165,0.001657165,0.001431277,0.006012492,0.003846861,0.004766955,0.001644953,0.004133519,0.002288804,0.00310743,0.011149258,0.000495712,0.005384921,0.004574603,0.000451309,1,0.009188749,0.004782586,0.009216216,0.004129819,0.001902211,0.004974716,0.002836812,0.001315603,0.010215611,0.006519872,0.003990272,0.007248888,0.005747759,0.003560358,0.002844376,0.005537153,0.004765772,0.003303714,0.004015999,0.001178828
technical_25,0.005349231,0.000354474,0.000875634,0.000625499,0.004787232,0.0014038,0.000575395,0.006330906,0.011498282,0.021265582,0.002425771,0.017469119,0.016063501,0.002674381,0.00402682,0.000871223,0.015732945,0.011196769,0.012510476,0.006936704,0.000252764,0.01255801,0.010890269,0.009975243,0.002424633,0.010985494,0.002208959,0.003554798,0.003349378,0.005832453,0.003796891,0.017585813,0.016341188,0.002029786,0.010583468,0.012724001,0.014031496,0.007935641,0.012781126,0.002473217,0.011493563,0.008785897,0.002625254,0.00779174,0.026589031,0.008747085,0.000639654,0.008311648,0.012299908,0.010401972,0.0033619,0.002148076,0.007789515,0.00693653,0.002652748,0.009048893,0.005915359,0.00663757,0.007576331,0.002456568,0.004995264,0.005788493,0.021512443,0.008329326,0.01639364,0.013314246,0.000143151,0.011484964,0.006793477,0.000952165,0.000464084,0.004108475,0.001861171,0.000242863,0.007442234,0.002978082,0.016689672,0.001282144,0.002013823,0.00239383,0.013799518,0.000602332,0.018727453,0.001501136,0.001429781,0.000816394,0.014076089,0.003386409,0.000262299,0.016501576,0.009188749,1,0.014795872,0.015417245,0.01040115,0.000981308,0.009074582,0.000962521,0.008127307,0.011679476,0.015127467,0.012304339,0.005456898,0.006135495,0.001704096,0.022364118,0.000545263,0.00460715,0.008075312,0.004493074,7.91311E-05
technical_27,0.01455262,0.01158336,0.004679188,0.001292745,0.009783476,0.004690719,0.009676127,0.096477734,0.009674948,0.083057443,0.008704502,0.112677364,0.003935054,0.002266715,0.010026864,0.004911859,0.048906695,0.006511786,0.004641336,0.002172802,0.002282532,0.095096694,0.091330086,0.00110596,0.080499427,0.003944804,0.002337514,0.132380871,0.000667466,0.039021672,0.007758107,0.000284209,0.002730261,0.000157316,0.018139099,0.005134697,0.019054386,0.00044582,0.005488214,0.004596678,0.000305236,0.002624242,0.002155672,0.042681482,0.046096542,0.003401652,0.021481222,0.00342987,0.002738683,0.120876832,0.005587376,0.002301909,0.00246108,0.066686225,0.020060769,0.012285473,0.036116997,0.018291382,0.015602504,0.042861759,0.114907374,0.040656028,0.124010706,0.088300225,0.004146733,0.066878549,0.182633725,0.00963072,0.32196299,0.006136975,0.068201268,0.01061772,0.228066899,0.00473415,0.00521226,0.467217674,0.134717315,0.156562628,0.134599911,0.346131812,0.122546886,0.022589914,0.493550653,0.06595386,0.130991468,0.049910147,0.666267146,0.065299894,0.19460861,0.103947818,0.004782586,0.014795872,1,0.011844891,0.268667434,0.148466537,0.007959007,0.152253398,0.003735868,0.060131925,0.562890577,0.711577328,0.095218289,0.186829624,0.148204573,0.15609034,0.001030491,0.079242792,0.592284883,0.014983896,0.008091767
technical_28,0.005568013,0.001086558,0.012108381,0.007818563,0.006098991,0.002779454,0.013051954,0.020256607,0.012057009,0.004704803,0.010258582,0.005917462,0.012183897,0.002768309,0.00571292,0.002715541,0.005343852,0.008865505,0.002085658,0.002293639,0.002957853,0.00368938,0.007098457,0.00532814,7.85169E-05,0.007814912,0.014640419,0.012898681,0.003452302,0.012041138,0.007240928,0.010557845,0.007152403,0.006740318,0.001873699,0.008486346,0.004266221,0.002339507,0.001550969,0.001459126,0.016827821,0.013163763,0.00463354,0.002842361,0.02432766,0.000697061,0.000897455,0.006228484,0.008450632,0.012654968,0.007929836,0.014279331,0.002758239,0.00703931,0.001463449,0.00409211,0.0119391,0.012902115,0.010261077,0.004201289,0.012901292,0.005572235,0.00267106,0.014004485,0.012345191,0.002419064,0.001565838,0.012015489,0.024997899,0.006932751,0.001593553,0.023314508,0.001107839,0.004688012,0.011711378,0.004389925,0.017856207,0.000588306,0.004871266,0.008336581,0.008317413,0.002428958,0.012499782,0.007843448,0.007080982,9.47639E-05,0.006753286,0.003762373,0.003850054,0.020787793,0.009216216,0.015417245,0.011844891,1,0.006732692,0.005800815,0.00152166,0.000713049,0.000927306,0.015092175,0.012367186,0.012743651,0.008618031,0.001808825,0.005212545,0.021116966,0.000541783,0.011109962,0.008119937,0.0164682,0.001466806
technical_29,0.028906551,0.174009967,0.018466965,0.00089388,0.004022026,0.00560088,0.015803272,0.102854033,0.009024889,0.025263094,0.090862911,0.004331852,0.003076319,0.011552747,0.015359808,0.000932269,0.079886588,0.04746767,0.003372765,0.003674746,0.005813689,0.061650314,0.004890056,0.005397952,0.06735614,0.00579779,0.006727111,0.027383159,0.003572828,0.020228601,0.053130175,0.002071967,0.010015762,0.00645192,0.115142059,0.002161339,0.007126503,0.0024508,0.001727433,0.012618405,0.005599992,0.048132616,0.011409697,0.013413653,0.004176847,0.005503849,0.028673993,0.002493426,0.001865591,0.068750853,0.007716645,0.006559016,0.008727985,0.037617399,0.006610553,0.005169462,0.018772561,0.001445271,0.033157711,0.030527128,0.097550563,0.021473487,0.021879541,0.073497401,0.067948362,0.043419316,0.185076478,0.008988253,0.237570908,0.061810416,0.02674998,0.014598813,0.053333018,0.00143307,0.008621396,0.15754566,0.216078589,0.050912397,0.597244086,0.0676283,0.025984812,0.03069228,0.577120075,0.031246477,0.058644105,0.031580859,0.114555805,0.1094877,0.006825215,0.19326517,0.004129819,0.01040115,0.268667434,0.006732692,1,0.098463968,0.012475937,0.034755071,0.00010656,0.040039836,0.526222602,0.385964281,0.046928532,0.064782029,0.03457288,0.182387383,0.006523884,0.034735408,0.301379722,0.018753961,0.003923876
technical_30,0.000367474,0.015486869,0.009293045,0.002396762,0.001485424,0.00252456,0.00590388,0.049407931,0.002102517,0.049543962,0.021785962,0.013363773,0.005063136,0.000645335,0.005136066,0.004190564,0.028304194,0.077887737,0.001594924,0.003879864,0.006139544,0.042814821,0.009694777,0.002249681,0.079855488,0.000666266,0.002907379,0.124892263,0.008408173,0.043854028,0.004830995,0.006875494,0.001713795,0.002893456,0.036273728,0.0031959,0.014764489,0.00432259,0.001858801,0.000459549,0.003686381,0.014147183,0.00070186,0.036187243,0.008117151,0.003643148,0.001549402,0.001742399,0.00410852,0.064501301,0.00090414,0.002832459,0.000973715,0.005776538,0.006741033,0.002620303,0.040969666,0.069709389,0.019081337,0.035190635,0.124551333,0.019262346,0.001244649,0.070750739,0.029129255,0.072600218,0.093981505,0.002097309,0.064264945,0.051989155,0.058281683,0.00566493,0.149774161,0.000148757,0.004200254,0.138897662,0.152089279,0.047094771,0.075249789,0.152142041,0.084537293,0.213481005,0.111715932,0.041846079,0.139511574,0.044934845,0.145511426,0.221967139,0.070829253,0.2121036,0.001902211,0.000981308,0.148466537,0.005800815,0.098463968,1,0.001827588,0.077020794,0.00207531,0.004251703,0.132450539,0.13652317,0.067328858,0.088490717,0.07856676,0.159740975,0.00446569,0.058239674,0.119614229,0.007261757,0.014271599
technical_31,0.001253193,0.00645896,0.009835155,0.001313969,0.00112191,0.000560045,0.011511799,0.002751934,0.009730279,0.005061045,0.005395771,0.006164027,4.56581E-05,0.003724553,0.019704556,0.014472907,0.003629225,0.00208817,0.005267864,9.68911E-05,0.000604785,0.007517592,0.001448917,0.001606099,0.014046291,0.004750435,0.001236835,0.012404479,0.000762752,0.004079864,0.009133293,0.000295522,0.007132776,0.004824135,0.00127717,0.002430077,0.008745871,0.000399362,0.004861576,0.01268936,0.004685982,0.006675115,0.003814238,0.008277603,0.002346633,0.004388574,0.002298215,0.000187538,0.000353564,0.008345384,0.008225848,0.00121111,0.001003258,0.010792876,0.005685657,0.010631705,0.004575503,0.01146171,0.001156511,0.012140801,0.007109405,0.001665035,0.00920116,0.005742161,0.003501698,0.005555861,0.008791675,0.009699601,0.000372152,0.009207735,0.002104295,0.004750472,0.002519391,0.001684108,0.007666619,0.004732305,0.011054183,0.001998289,0.019250219,0.004940279,0.002880778,0.002506223,0.002017006,0.005897524,0.000128549,0.003832891,0.005576159,0.004221792,0.00395272,0.005593502,0.004974716,0.009074582,0.007959007,0.00152166,0.012475937,0.001827588,1,0.000888534,0.001103685,0.006598412,0.00290392,0.00205813,0.008368373,0.001520251,0.000437622,0.003248437,0.000415875,0.001265345,0.007772116,0.000276717,3.72744E-05
technical_32,0.022808582,0.003100752,0.000879149,0.00715444,0.001553205,0.00106024,0.002052652,0.020931107,0.00724175,0.011804416,0.001312604,0.009096052,0.001215367,0.000840793,0.013380673,0.008519076,0.011444227,0.012074505,0.007197946,0.006988449,0.003395975,0.013287888,0.005667086,0.003168896,0.015756768,0.015533935,0.001056679,0.019498568,0.000311571,0.00686524,0.004240766,0.005696893,0.006142728,0.005584731,0.000514086,0.002326622,0.007170629,0.008169483,0.007503874,5.02707E-05,0.008988915,0.00043014,0.001133069,0.018014221,0.023975851,0.003179079,0.009690161,0.001646399,0.005140617,0.021241115,0.000632956,0.001018296,0.005947142,0.018374256,0.000553013,0.004991385,0.006589302,0.008933184,0.000862342,0.006760802,0.025552698,0.016712886,0.016435761,0.007289554,0.004561231,0.012227058,0.040091206,0.007204127,0.061314608,0.007489272,0.103227658,0.001548822,0.274451107,0.005448159,0.000792418,0.242707259,0.008458449,0.370067799,0.017883813,0.287921163,0.394393395,0.01632021,0.07266815,0.118344296,0.240519827,0.159689809,0.200289295,0.063266265,0.124222777,0.011272446,0.002836812,0.000962521,0.152253398,0.000713049,0.034755071,0.077020794,0.000888534,1,0.005926499,0.032556675,0.11658166,0.146584802,0.161557628,0.402491541,0.490977833,0.050872268,0.001989542,0.17005539,0.151322091,0.005136489,0.000699925
technical_33,0.006590416,0.003323327,0.001189824,0.0012188,0.000123098,0.006601126,0.00117906,0.004479636,0.006402689,0.000936393,0.00014842,0.003114862,0.005904338,0.004885387,0.010274472,0.005828802,0.003476743,0.001981592,0.003676605,6.48222E-05,0.005344119,0.006406427,0.002339205,0.003670375,0.000756562,0.001928412,0.007220669,0.00157437,0.006737478,0.002541479,0.005332328,0.007063511,0.009236129,0.004135378,0.005672532,0.002402486,0.001488123,8.65951E-05,0.004268131,0.001635246,0.003050674,0.001397649,0.005085525,0.00209919,0.000800422,0.000185971,0.003229518,0.003253602,0.003715299,0.007025983,0.001737488,0.007017019,0.00018136,0.001910865,0.003297108,0.001362862,0.00237092,0.000693783,0.008326246,0.004094158,0.001748318,0.003150624,0.003625037,0.000689912,0.004123736,0.002438015,0.005516274,0.006375378,0.001624353,0.003273705,0.000653939,0.002332178,0.004838159,6.40041E-05,0.001231852,0.004877343,0.004387759,0.008352593,0.000586931,0.005317463,0.003582071,0.000971084,0.000482155,0.009639761,0.00150937,0.007167921,0.006728251,0.000449901,0.004409618,0.001558556,0.001315603,0.008127307,0.003735868,0.000927306,0.00010656,0.00207531,0.001103685,0.005926499,1,0.005209961,0.002014342,0.005364285,0.000205096,0.003858838,0.00142281,0.003044453,0.00398586,0.006936205,0.001224927,0.00229303,0.000189371
technical_34,0.009525363,0.007728382,0.014671585,0.005733853,0.000934958,0.005068791,0.018622211,0.410148383,0.009533642,0.014692633,0.09964065,0.008453678,0.012837509,0.010524836,0.038935695,0.00160138,0.027087419,0.035159007,0.028932763,3.89099E-05,0.007662176,0.044869228,0.003710764,0.002542824,0.004452374,0.003530064,0.006086151,0.017466952,0.012152693,0.010802913,0.027558333,0.013238407,0.006012908,0.01396634,0.145242955,1.88781E-05,0.021627445,0.002323282,0.030513196,0.013479697,0.001860384,0.015430122,0.010559506,0.004390886,0.082675643,0.019686408,0.023875578,0.003244242,0.004417811,0.019578111,0.010056295,0.005915798,0.00043011,0.105258401,0.007925383,0.019972055,0.008440551,0.007186569,0.014263447,0.004618425,0.019779964,0.01781242,0.021318589,0.015145864,0.082756319,0.095754764,0.043780153,0.009494611,0.112827265,0.02829888,0.053292639,0.000312324,0.027406287,0.00113638,0.010232807,0.017642535,0.074149022,0.016396199,0.00304107,0.005203765,0.049113697,0.011740321,0.06674842,0.02721893,0.02378354,0.044872413,0.018309251,0.018063458,0.00449034,0.054744037,0.010215611,0.011679476,0.060131925,0.015092175,0.040039836,0.004251703,0.006598412,0.032556675,0.005209961,1,0.119088498,0.099457744,0.045275109,0.01519149,0.038170199,0.122114088,0.000573866,0.062364084,0.070996429,0.013915164,0.000543857
technical_35,0.023138753,0.135583548,0.002620904,0.006412026,0.037171836,0.003795491,0.004341201,0.104865233,0.002945582,0.019452412,0.047613088,0.082659445,0.011745207,0.004720891,0.019612943,0.000243593,0.087335179,0.057063322,0.009702305,0.003554736,0.010174413,0.092182078,0.062767827,0.009273451,0.11201801,0.000359054,0.010448784,0.095684738,0.002458493,0.034209034,0.017222399,0.000549366,0.011857805,0.000221335,0.060261025,0.002775037,0.014140328,0.003305281,0.01117974,0.003956843,0.015141025,0.016813441,0.004797574,0.013223618,0.026949436,0.005304134,0.006856285,0.003841878,0.005403731,0.085385365,0.005438447,0.010113664,0.002376194,0.009608961,0.017192344,0.009181825,0.031758935,0.01778717,0.006151424,0.055838296,0.12445752,0.010727219,0.048651255,0.113270614,0.012244573,0.040017327,0.22417637,0.00292926,0.336847882,0.005637889,0.05818112,0.005683175,0.128767526,0.001726265,0.001330341,0.274565936,0.208098207,0.101952997,0.324553672,0.190266843,0.108570303,0.015336454,0.580177675,0.040032274,0.125366438,0.05534695,0.287911429,0.092911986,0.074560529,0.15170185,0.006519872,0.015127467,0.562890577,0.012367186,0.526222602,0.132450539,0.00290392,0.11658166,0.002014342,0.119088498,1,0.804521517,0.091470065,0.123474033,0.105717137,0.221114226,0.002706602,0.075318288,0.420428547,0.018948143,0.006008705
technical_36,0.02712116,0.053343158,0.000358844,0.007008582,0.026161478,0.003083363,0.005696331,0.080733533,0.005872178,0.008890493,0.010615802,0.130454508,0.005561095,0.000120359,0.006025866,0.002728616,0.059955493,0.049117921,0.007822824,0.004192915,0.005080025,0.096715874,0.101303181,0.000245784,0.105817366,0.001588522,0.006561498,0.118099875,0.004972738,0.03632688,0.017628907,0.002704727,0.003267681,0.000653514,0.027733917,0.003994352,0.005697133,0.003172264,0.008124999,0.004087422,0.013379602,0.001629254,0.000100883,0.029872095,0.033424522,0.006779962,0.004389457,0.002835665,0.003323534,0.087392326,0.007687411,0.006387581,0.001041805,0.046212406,0.02370099,0.011341471,0.033566919,0.015784015,0.002881603,0.056034328,0.130288374,0.007789986,0.057076773,0.098978617,0.008650744,0.041525831,0.206953627,0.005845656,0.355869746,0.016403637,0.0564486,0.003252846,0.167751584,0.002321432,0.001381375,0.35383092,0.136891715,0.121852006,0.212292468,0.25310781,0.109185162,0.018160879,0.5834655,0.050363057,0.130827398,0.053723644,0.389523647,0.090122053,0.114054409,0.125213149,0.003990272,0.012304339,0.711577328,0.012743651,0.385964281,0.13652317,0.00205813,0.146584802,0.005364285,0.099457744,0.804521517,1,0.100511056,0.158281478,0.121719134,0.18457387,0.002750647,0.074059302,0.50680542,0.017537722,0.005901518
technical_37,0.01876109,0.025997724,0.001797687,0.003780162,0.005348253,0.000657639,0.002038391,0.048733343,0.002852177,0.010227858,0.01585868,0.008384185,0.008161813,0.000676383,0.012355775,0.008183011,0.011152695,0.012425723,0.000200169,0.001913309,0.002885317,0.010833624,0.005880861,0.002613892,0.014010121,0.010198579,0.005611412,0.043368854,0.004883564,0.006531406,0.0084741,0.006566732,0.007019056,0.002233398,0.007057474,0.002759466,0.023159046,0.002946054,0.000286058,0.001243245,0.001190849,0.005540868,0.001185575,0.017384672,0.022618825,0.004391539,0.007038154,0.003112084,0.002902568,0.015524692,0.005053792,0.005512271,0.003250897,0.039478608,0.002247015,0.00189533,0.006145607,0.003277256,0.008593179,0.006847653,0.028607283,0.003645465,0.000953455,0.009807282,0.023240779,0.008432255,0.02533735,0.002846018,0.011307625,0.006288036,0.54007026,0.004224366,0.282647942,0.009124017,0.00110417,0.166885337,0.034148396,0.088325549,0.031204627,0.272863663,0.295239752,0.008336442,0.032777234,0.04762985,0.285118653,0.419708364,0.142493264,0.065870959,0.078340494,0.009693137,0.007248888,0.005456898,0.095218289,0.008618031,0.046928532,0.067328858,0.008368373,0.161557628,0.000205096,0.045275109,0.091470065,0.100511056,1,0.450220203,0.451622284,0.051079781,0.005371089,0.112261258,0.086115338,0.000834999,0.00378284
technical_38,0.0097079,0.032364511,0.003263291,0.000685212,0.00289767,0.001802264,0.00519674,0.038523464,0.007185637,0.009330404,0.017431711,0.008255932,0.000559214,0.001076713,0.004049595,0.000325822,0.008347896,0.01517265,0.003215945,0.008786284,0.002953063,0.011689311,0.005585224,0.003176391,0.014439245,0.01003897,0.001135314,0.044480818,0.005402918,0.006344945,0.010924391,0.001738947,0.006076991,0.001629681,0.00686378,0.002840508,0.011006608,0.008693705,0.003310297,0.000867032,0.005544095,0.005129194,0.00138096,0.012543527,0.027104252,0.00628696,0.016357478,0.001708588,0.002178865,0.013765723,0.002589725,0.001132979,0.008272412,0.029276526,0.002230838,0.001119441,0.006204188,0.000495924,0.003873367,0.005411262,0.034491175,0.005272644,6.65035E-05,0.013138151,0.010124509,0.008403234,0.025894242,0.007136162,0.071653216,0.00873885,0.284329142,0.001065575,0.278095056,0.00469904,0.001697024,0.306307381,0.040292741,0.20257972,0.030846449,0.299225044,0.356605341,0.013735845,0.106589224,0.086902812,0.270511802,0.2698203,0.256020767,0.076485345,0.106216874,0.036742517,0.005747759,0.006135495,0.186829624,0.001808825,0.064782029,0.088490717,0.001520251,0.402491541,0.003858838,0.01519149,0.123474033,0.158281478,0.450220203,1,0.577257802,0.060596012,0.005424398,0.161778506,0.221819836,0.001621035,0.001241164
technical_39,0.007420558,0.029276113,0.002186822,0.000229564,0.002726218,0.001427427,0.003325746,0.052301008,0.002548958,0.01412007,0.011983933,0.008240495,0.003582318,0.001509893,0.007730652,0.00939165,0.007881026,0.025602905,0.00405576,0.007598567,0.001101601,0.007288467,0.003861029,0.003986969,0.014485452,0.015626284,0.001374283,0.045180106,0.006415387,0.006059288,0.006379865,0.005070238,0.006729045,0.003769475,0.013583133,0.002727799,0.009153158,0.007672367,0.003339147,0.000458379,0.00578185,0.005977101,0.001821383,0.009455467,0.023782742,0.003598373,0.019462736,0.001705579,0.005559781,0.022668968,0.002385629,0.0013747,0.006775629,0.036717674,0.001227586,0.000704606,0.005942377,0.000284549,0.001165008,0.005612042,0.012904722,0.025195707,0.01658238,0.006340546,0.016477475,0.012486259,0.025417685,0.00254439,0.030690841,0.010473641,0.294929749,0.000439777,0.256247495,0.000320394,0.0001037,0.206245613,0.027678753,0.2688219,0.017561553,0.269793228,0.447197271,0.015530022,0.063196743,0.103400789,0.253755275,0.412109351,0.188535545,0.077048564,0.102425269,0.023525443,0.003560358,0.001704096,0.148204573,0.005212545,0.03457288,0.07856676,0.000437622,0.490977833,0.00142281,0.038170199,0.105717137,0.121719134,0.451622284,0.577257802,1,0.062874334,0.001147814,0.228135889,0.134812647,0.001324652,0.000129281
